Categoria       Venitul        Ianuarie       Februarie      Martie         Aprilie        Mai            Iunie          Iulie          August         Septembrie     Octombrie      Noiembrie      Decembrie      
nature          2245211.38     151784.93      281821.59      165941.29      131616.51      110638.08      341445.53      226488.18      175436.94      163535.16      277335.32      143925.09      75242.76       
artist          2244554.84     344548.47      280399.29      6162.86        123544.83      266787.65      134840.90      143011.15      279680.70      67784.67       205911.70      156725.46      235157.16      
environmental   2244418.49     209976.83      222630.38      145096.87      122493.24      216053.72      79925.48       240436.29      352680.93      183961.28      56366.25       173091.05      241706.17      
later           2244025.43     159090.92      165181.52      141832.56      208144.61      271816.55      79499.91       212902.92      81457.29       401568.43      169190.77      260571.07      92768.88       
down            2243076.48     186165.41      72370.67       175751.07      200084.03      106700.78      144532.16      240958.46      202069.81      236847.61      210983.97      188240.83      278371.68      
product         2242994.58     283339.72      139706.09      312662.48      475683.16      160014.17      73347.99       214445.87      61585.24       65330.98       197464.98      120317.80      139096.10      
technology      2241191.77     124498.27      143315.11      188572.57      231722.27      229401.88      238101.67      230469.32      249663.57      168701.42      174859.12      118858.26      143028.31      
choice          2240351.09     298347.37      97871.73       181268.09      121452.85      523510.79      64447.26       85391.04       176427.56      99518.63       153634.68      313805.26      124675.83      
end             2240156.07     228117.77      236229.04      163803.13      331496.02      328355.48      41892.25       92621.32       188695.60      129263.97      146741.31      113773.08      239167.10      
capital         2238567.75     296589.95      90302.25       98610.24       283804.15      197949.11      218027.85      122341.56      260102.23      29183.68       277000.06      228969.31      135687.36      
team            2238338.73     180312.56      247092.63      138316.80      224675.37      186301.61      222672.23      48853.94       289932.42      108022.84      146988.46      105116.01      340053.86      
personal        2238085.25     260722.96      258370.95      148531.32      256153.96      238416.71      259126.80      189399.75      115053.06      110933.79      155609.37      84258.97       161507.61      
prepare         2235235.92     297048.35      167294.45      92696.82       8070.03        239585.15      211928.34      218049.49      328764.82      111045.93      105054.22      181579.14      274119.18      
within          2231053.73     118461.01      264008.18      154261.49      181572.07      93458.61       214237.26      179653.74      172494.25      375157.80      122555.47      53219.59       301974.26      
entire          2230855.42     188236.99      144567.32      91639.51       245937.95      52984.09       383089.00      48707.24       292196.62      182745.88      112949.55      96907.21       390894.06      
strong          2229894.28     73454.02       177978.08      249045.42      332077.53      134061.89      126604.64      169427.74      306554.08      157552.71      257434.71      193266.04      52437.42       
list            2227720.69     215912.32      80129.88       276322.58      34413.49       241076.71      212119.30      226288.66      207397.88      155999.85      104053.11      345112.33      128894.58      
treatment       2227395.93     106385.05      267822.02      157868.87      263152.37      192412.53      137673.45      267880.77      138698.42      243154.54      241206.31      115305.24      95836.36       
produce         2227220.63     186221.97      82768.64       405206.00      219548.78      156060.10      93497.07       39073.69       383242.54      202058.66      218451.02      178473.60      62618.56       
set             2227117.04     111307.50      51875.08       204276.34      207184.92      258274.71      301779.50      215505.99      144554.27      59335.10       123006.23      224236.86      325780.54      
energy          2227112.29     79925.76       239396.34      264086.10      290460.91      93608.45       253735.16      78763.13       129658.01      239842.94      176280.40      248072.63      133282.46      
risk            2224304.08     262704.09      173541.41      142948.45      131492.57      86276.67       73057.25       171685.38      212521.68      220760.93      183904.56      348382.33      217028.76      
claim           2223535.36     271281.21      200110.78      42096.40       266932.43      178435.87      60581.12       330106.09      226869.15      51818.59       193792.01      142178.28      259333.43      
ready           2223098.29     211134.20      242722.42      215430.80      238059.28      131108.37      147507.72      36086.87       206292.53      268798.78      73300.80       128078.98      324577.54      
break           2223033.30     308730.53      9949.70        87355.35       340642.72      314629.52      53270.94       58327.62       132897.50      226026.79      348021.16      231585.56      111595.91      
international   2221924.54     118160.73      203689.57      172021.86      107713.62      107528.71      126833.22      273133.71      366815.38      165142.42      257075.83      263594.91      60214.58       
small           2221840.39     124248.23      122028.05      251859.07      323181.44      149272.41      74460.86       40447.29       332385.66      185329.30      174055.71      389871.17      54701.20       
condition       2220510.15     153369.36      45932.65       278551.08      116135.70      215415.78      90029.61       221180.38      250649.36      171013.75      337829.24      174902.12      165501.12      
question        2219467.04     216456.11      231862.84      200907.70      139881.51      68806.88       102624.37      133041.83      337031.47      84439.10       204288.57      150309.90      349816.76      
behavior        2219100.63     244330.77      268728.37      257157.26      154939.88      147060.07      86568.40       141247.37      187644.83      303111.83      116507.57      162909.62      148894.66      
sport           2218765.05     200692.44      163008.26      223059.64      71526.06       318233.64      143946.74      193720.39      179038.32      126009.97      185271.69      226962.53      187295.37      
though          2217653.32     321509.43      166281.44      165798.07      163670.48      59082.00       198222.49      104906.99      206013.24      92594.61       333995.41      157317.62      248261.54      
rest            2217019.78     215416.99      273505.80      218964.62      294473.32      130394.10      255579.66      79553.14       101899.07      52971.86       158455.21      255196.66      180609.35      
him             2216522.80     168077.95      24331.88       278668.77      292459.72      193722.90      301946.50      156965.13      103874.74      173418.08      268551.50      194868.58      59637.05       
pretty          2215468.08     103014.91      172714.02      186557.73      168930.10      247370.59      25291.10       243215.79      152472.98      60670.55       498924.01      206485.66      149820.64      
sign            2214737.26     139796.89      213036.50      139336.42      370687.20      164656.08      287382.18      117045.29      188693.76      188594.56      153220.72      143278.26      109009.40      
job             2214602.18     204440.15      113047.12      334097.67      219346.09      60569.32       62181.77       89333.06       207736.83      444938.60      111034.82      222756.51      145120.24      
of              2214235.19     61160.39       128376.99      221175.49      206293.53      167702.62      186647.36      202660.04      109491.98      150350.61      185274.54      376169.99      218931.65      
foreign         2213327.58     247852.53      118086.60      186151.66      106680.22      202000.51      154529.99      214774.89      46552.63       333710.55      260771.90      99885.67       242330.43      
music           2210570.98     142160.67      177435.01      199904.88      96345.79       196391.58      204704.35      138805.07      178374.31      250412.00      154785.85      211910.22      259341.25      
black           2209762.69     262217.96      204826.21      361534.53      141671.94      110890.27      48173.97       126684.24      276947.66      164545.24      197484.51      126858.73      187927.43      
work            2209158.56     82320.44       190148.88      733.25         156382.58      119205.12      457434.05      144458.63      311615.48      234717.75      262820.21      92750.67       156571.50      
expert          2208346.79     160931.97      239428.58      195815.87      88310.33       160283.89      214311.05      152830.80      219141.43      268163.42      100418.49      95981.14       312729.82      
operation       2204009.79     230407.38      112829.95      267024.36      49645.69       121990.27      50811.40       188157.64      213087.66      411976.66      100240.00      202425.42      255413.36      
doctor          2201997.29     219133.71      129637.61      141098.57      25680.35       243439.02      199193.77      202803.85      317472.29      44652.76       278196.44      157567.12      243121.80      
difference      2201348.18     137218.70      228103.54      214503.74      240440.73      174749.20      117138.62      196128.39      221439.38      119801.52      206469.52      93082.04       252272.80      
everything      2200694.95     161008.93      219807.54      380651.55      148812.27      85815.05       103148.07      170985.23      329392.62      74938.73       249876.53      128614.78      147643.65      
hair            2200199.89     88511.78       100529.25      102275.43      261938.77      178952.05      230288.07      33226.97       249497.20      133389.96      231527.63      359986.95      230075.83      
student         2198806.13     295140.78      126693.58      331477.26      273816.52      158631.01      77403.65       23056.02       198740.81      217601.23      188237.63      278713.33      29294.31       
grow            2198700.71     315140.03      185637.67      235345.44      112909.46      140385.54      174885.36      226787.06      119303.57      55653.37       177508.47      200860.15      254284.59      
again           2198340.67     51929.58       228524.46      135763.01      53114.98       253716.24      259372.94      217510.21      212117.90      243198.93      242829.12      62103.96       238159.34      
size            2198072.40     157247.08      238985.80      127136.99      291390.06      117461.99      143052.65      60160.76       215036.72      277773.34      153110.86      189768.29      226947.86      
western         2197152.01     87894.52       69482.37       107201.66      72301.78       277680.16      458271.81      191818.24      145952.92      277270.89      240425.06      83859.49       184993.11      
protect         2195590.14     103994.12      37054.18       156316.49      190915.18      459874.64      193006.34      31718.50       302710.23      88567.08       296211.26      223932.10      111290.02      
garden          2195369.34     219247.60      259977.37      213532.14      38256.29       65467.67       162613.33      57594.36       361388.07      214645.49      391306.96      115971.81      95368.25       
heart           2195120.48     204449.62      140166.36      158294.00      203256.81      82437.29       304397.37      195405.48      238344.56      224038.97      170530.01      128432.09      145367.92      
close           2192895.18     137883.65      107185.88      176900.39      296778.38      88593.13       222362.45      150682.89      149257.71      120361.38      133669.03      272041.66      337178.63      
culture         2192580.63     258524.18      318658.74      105349.84      110373.87      108874.74      183598.13      197028.86      97352.10       244302.13      145518.90      102508.53      320490.61      
center          2191962.99     88834.42       103934.09      382843.63      243087.44      99315.39       216052.20      96479.04       116510.24      173171.48      244496.60      161972.35      265266.11      
have            2191938.58     162748.68      137669.07      140394.40      234229.64      204796.54      176232.76      373444.23      174680.14      16185.38       225597.71      258236.18      87723.85       
region          2191663.84     91748.77       262819.21      161698.11      214173.17      216077.69      92864.79       109071.22      125953.72      452852.60      108478.47      257197.01      98729.08       
century         2190536.25     239674.05      200868.15      178960.17      112559.83      230952.51      79653.11       185039.82      121217.20      326143.89      177306.76      166931.93      171228.83      
key             2190524.32     240828.52      74187.78       181423.10      153830.00      311273.15      133867.82      279479.95      84146.90       190091.83      219804.34      200174.98      121415.95      
explain         2188404.69     338176.06      144127.53      63506.18       209352.78      326769.61      209772.08      273360.00      76959.06       149002.31      112307.96      88634.40       196436.72      
security        2185108.05     116191.27      316343.33      248931.31      153695.99      238204.31      142168.11      159990.45      105496.97      109992.23      69661.47       276454.61      247978.00      
figure          2184705.65     73010.28       315979.61      170300.62      227465.66      68744.81       207591.28      185360.87      104075.06      298314.80      210704.35      149061.52      174096.79      
relate          2183387.60     176286.07      158762.62      152655.81      139812.50      243593.39      171578.39      64649.20       204635.17      271094.02      245541.90      154045.52      200733.01      
act             2183285.29     357609.10      208363.73      324386.47      212169.20      87270.92       157357.95      197903.62      122869.54      219453.85      105562.53      136666.43      53671.95       
deal            2182723.58     130577.33      120912.10      255999.28      153305.65      183486.82      219226.96      220376.64      251575.30      88614.79       285214.88      151106.04      122327.79      
across          2182590.00     262667.38      72268.72       283054.26      174276.90      77326.67       254254.98      323647.12      234748.22      139678.05      68924.65       129789.55      161953.50      
tree            2181388.30     29415.48       230284.20      144925.06      434625.71      204913.70      233247.60      122190.31      148537.99      279929.49      132939.24      119584.16      100795.36      
election        2181219.94     43722.61       120570.24      191583.00      437306.92      217723.16      146404.67      94873.03       117040.63      262675.89      123658.21      211476.04      214185.54      
hotel           2179430.82     115776.80      110181.14      242870.84      184609.05      286023.63      131072.18      377544.75      103519.66      350497.54      69300.69       148477.57      59556.97       
item            2178239.60     270275.34      128635.53      322955.45      96028.70       313227.69      30254.89       184638.70      198675.52      87355.55       124883.06      181685.56      239623.61      
sort            2176539.00     289952.78      177042.78      144711.04      126022.84      125112.21      173009.78      171431.67      123369.15      286908.26      127429.29      205132.62      226416.58      
bad             2174145.45     34030.13       192352.14      52423.17       250283.96      75605.35       314686.54      140100.28      213783.33      184394.37      382785.39      88975.71       244725.08      
door            2174099.16     272264.49      166862.20      140769.30      250263.69      121870.21      50926.68       142658.15      183623.67      37024.83       209080.05      391032.98      207722.91      
once            2171603.11     261093.14      201911.13      218864.06      83828.94       132877.29      61255.46       101541.99      194498.31      203224.13      192132.84      184169.13      336206.69      
simple          2171438.62     164273.47      81340.98       193973.80      299306.40      124294.14      329092.99      188814.69      123231.62      235976.23      33712.54       227680.06      169741.70      
rock            2171423.68     147501.98      197631.64      194633.98      199144.16      127093.54      204557.54      153080.39      197422.71      266629.24      126480.02      202918.04      154330.44      
tonight         2170959.69     305318.46      184798.69      361452.58      115088.49      157544.02      32713.77       169455.70      117907.82      202534.54      115617.26      129200.19      279328.17      
challenge       2170292.10     103124.72      134229.14      210806.82      269186.69      110368.10      202780.35      234689.65      115052.74      120839.45      292656.46      221925.45      154632.53      
memory          2169308.67     162288.59      95128.38       142356.37      236891.23      194435.26      186535.81      204048.71      237666.36      99581.58       345934.42      165697.15      98744.81       
little          2166236.15     79480.82       179845.82      279257.09      174453.48      232087.37      214254.23      317806.48      153660.45      174293.63      202126.28      27047.11       131923.39      
stock           2165578.07     106251.45      121400.42      225650.51      172431.21      124859.79      217110.89      236339.30      278118.37      226618.17      171705.43      136453.08      148639.45      
visit           2164818.65     90194.81       133104.02      267658.12      76388.40       221091.37      65726.65       258060.50      182188.19      342559.09      317317.55      95549.36       114980.59      
second          2164734.91     261375.88      105872.74      141036.22      220279.90      227855.29      67852.97       172165.46      381554.93      94225.36       97173.27       104435.84      290907.05      
trip            2163286.75     297086.75      66042.05       188107.21      109521.18      216544.00      78069.70       278200.69      196618.36      155604.14      270897.10      56774.15       249821.42      
throughout      2160081.55     145737.55      135040.32      90101.44       134319.08      235097.58      242422.00      132766.72      72299.75       280046.88      304354.23      254423.14      133472.86      
state           2159922.97     181228.45      201823.72      248054.28      73685.16       169300.44      29378.95       284100.47      192176.01      259036.18      191373.21      122695.46      207070.64      
itself          2158574.03     320140.45      94322.63       214346.41      141302.60      42414.30       393488.75      104110.08      85508.49       192436.07      262988.92      221055.04      86460.29       
himself         2158249.41     278943.75      210147.43      192439.32      77937.56       177684.99      199141.87      169974.64      173252.96      199120.93      187410.33      190865.17      101330.46      
near            2157577.99     135077.62      151010.36      364315.85      139201.60      230260.87      185714.65      277900.61      216270.36      115987.06      164878.11      47579.39       129381.51      
chair           2157238.77     113501.29      165010.44      133427.07      300006.19      101032.15      188106.29      278795.29      188588.91      87642.19       225367.49      174007.69      201753.77      
very            2156536.79     255597.75      113487.61      77614.67       145345.19      252706.08      254423.46      107979.81      255098.65      212053.97      152559.35      201773.15      127897.10      
consumer        2156102.22     292109.52      263844.35      95350.49       206892.12      174417.63      145082.11      100624.74      259721.33      156455.22      102163.36      135244.70      224196.65      
same            2155270.02     189494.56      132952.91      298483.67      198302.55      88321.67       163803.32      235805.93      63878.84       146500.76      176499.42      187787.66      273438.73      
social          2153654.33     287175.03      212203.96      192396.41      95812.90       161700.56      502366.26      123803.18      126177.91      168663.35      55470.34       168260.56      59623.87       
understand      2153443.75     90899.99       53805.66       278298.22      171800.81      405103.85      231868.30      152347.22      256274.75      170402.80      23628.45       73413.25       245600.45      
make            2152483.31     53131.36       193584.47      183014.09      82691.61       238022.33      275717.63      280294.72      156862.57      171798.70      301563.74      108973.20      106828.89      
focus           2151651.79     179699.06      39715.70       362861.66      75037.10       274904.54      108592.38      291923.24      63002.66       155144.67      236999.71      171439.63      192331.44      
in              2149827.64     198555.57      314510.61      123216.98      207586.91      95753.75       63877.40       128466.07      258881.81      220883.33      231032.29      146869.06      160193.86      
pressure        2149086.00     157070.83      211343.39      270837.40      177971.48      120103.36      252389.66      192213.21      176314.87      55346.50       174603.69      167566.56      193325.05      
oil             2149042.92     200934.84      316600.59      18993.11       150326.94      109864.27      196496.39      196957.97      230105.95      249926.98      121302.46      225334.38      132199.04      
fast            2147280.58     161653.19      109130.74      219069.88      165302.98      279287.25      174679.27      81151.45       186768.60      168343.99      168099.09      334843.47      98950.67       
eye             2146172.30     101666.47      242535.54      123098.84      179338.61      82498.05       383244.38      196183.38      159864.04      211360.18      156428.23      119988.71      189965.87      
place           2145738.88     201263.61      113606.72      203781.39      223088.10      222675.94      249976.08      16867.97       190000.70      183008.00      149649.35      171131.76      220689.26      
involve         2145519.26     82132.51       127070.75      107967.14      159030.65      109554.03      185823.23      235870.43      194654.36      278311.95      234755.82      158929.26      271419.13      
newspaper       2145148.31     138204.43      124191.15      352535.33      84188.44       100729.57      142592.21      284363.35      188000.44      215494.57      140813.89      281963.50      92071.43       
above           2144814.43     43956.68       237593.32      111244.55      55760.25       245284.62      243971.99      144824.42      319578.66      195303.19      247638.67      166318.17      133339.91      
natural         2140889.53     288251.40      125642.94      68333.10       238061.04      177505.57      177835.55      113009.57      354740.73      179717.49      127767.61      128387.02      161637.51      
happen          2140346.48     265993.92      151016.15      83094.23       146147.21      103351.96      164355.57      226293.20      296394.07      291345.65      167253.53      152786.54      92314.45       
certainly       2140060.20     107650.46      21366.80       181783.95      205180.53      175822.89      188306.54      229672.67      135204.01      424291.41      96596.28       167053.87      207130.79      
life            2139916.35     177070.00      292402.42      81169.88       198185.14      299480.31      135879.77      124877.26      189572.29      178769.75      141091.39      144429.32      176988.82      
occur           2139576.95     75508.62       303563.05      219062.20      164081.94      94288.56       187159.52      208679.82      210802.04      203797.73      257230.05      64567.37       150836.05      
huge            2137410.71     195803.86      204906.17      77568.22       288445.18      248208.34      266748.37      129111.41      250954.67      83106.60       160488.02      112480.01      119589.86      
off             2136070.89     169474.72      67871.55       250095.42      194085.64      119749.46      177500.38      272533.86      196264.67      135743.78      106503.99      182086.61      264160.81      
all             2135413.02     206974.76      184093.07      310561.30      37571.45       103458.82      141504.17      230702.38      185336.81      373357.13      150313.12      201966.27      9573.74        
research        2135309.68     185164.17      178881.20      231810.63      202044.36      255763.60      112215.47      168508.71      31616.52       216045.90      140622.21      236940.43      175696.48      
billion         2135009.74     187150.36      249417.66      144890.29      168003.19      162114.51      286191.26      221917.35      245552.43      139212.49      116983.40      192419.02      21157.78       
well            2134690.71     165940.74      91291.77       104211.46      152895.29      112490.61      190993.32      249641.72      244728.91      118391.09      156206.89      315749.38      232149.53      
interesting     2134099.78     248413.77      246023.32      161049.82      110077.13      105277.96      160592.78      294631.93      77583.36       335655.86      142793.74      153731.99      98268.12       
provide         2132117.98     151640.81      107770.28      169111.05      98353.86       164945.75      188861.44      231810.89      371680.84      21357.14       140576.34      282049.29      203960.29      
idea            2131832.51     275470.82      194541.74      111095.39      173188.80      180532.41      158958.00      370660.41      114519.69      234315.94      111705.35      79085.94       127758.02      
plan            2131719.79     105096.39      171114.07      54354.56       293611.97      69805.95       238109.94      177006.69      430759.07      209847.32      229135.24      114096.32      38782.27       
if              2131242.90     79967.75       166801.53      90747.13       153601.52      199115.76      275456.39      71177.00       104070.91      151752.83      230751.01      331361.85      276439.22      
you             2129878.59     145785.33      74744.87       66627.23       235108.68      272304.14      51550.24       64249.35       168041.33      337157.70      82465.90       350572.87      281270.95      
white           2129746.44     190151.45      125872.25      212481.38      121277.30      152021.73      206408.91      91572.42       292312.00      260605.27      78909.67       308684.64      89449.42       
management      2129252.82     337334.05      283535.20      107265.37      91264.27       239247.08      18953.70       365233.36      152094.65      136633.72      38141.48       190085.24      169464.70      
table           2127967.03     227600.22      204876.15      149805.13      209204.80      288179.71      122258.88      78510.50       325841.61      94126.70       69704.83       118656.60      239201.90      
position        2127125.36     52046.14       86389.16       193200.30      220627.59      193887.72      160444.45      33232.56       226219.85      256305.29      164006.71      350067.44      190698.15      
space           2126520.78     287963.41      185888.23      196621.42      208019.25      227365.85      173468.43      204192.57      153035.40      181968.47      97831.87       135406.31      74759.57       
executive       2124353.35     153455.49      186106.42      54470.98       184596.23      50100.68       169503.94      205440.13      295760.91      87087.94       514518.94      97586.54       125725.15      
guess           2124242.45     202239.03      103815.81      53914.74       163500.48      210466.09      44938.08       213671.04      242840.08      220198.63      385999.46      147469.64      135189.37      
wide            2124122.91     174547.21      187323.96      163560.97      140052.66      292942.19      136188.52      190364.14      102897.32      272696.32      177741.60      186350.50      99457.52       
soon            2123002.17     155917.94      129453.71      175671.94      119246.88      237689.71      117315.12      161350.04      241198.72      293780.69      111750.97      248880.18      130746.27      
road            2121821.61     393265.23      44196.58       137446.87      154935.21      354363.81      94188.03       124057.73      278829.95      146001.01      120846.48      180892.69      92798.02       
more            2120512.78     119513.43      175981.87      208365.89      135454.02      246370.85      232860.97      161651.96      255298.73      239083.27      3406.95        257620.91      84903.93       
series          2119097.34     68496.06       112636.17      175190.95      135454.68      128142.86      370607.37      386813.63      96664.67       176824.56      40114.29       264093.34      164058.76      
spring          2118271.29     53503.64       241451.70      128917.97      108986.05      180322.09      104071.38      230684.74      235956.53      198986.22      128967.24      203192.86      303230.87      
growth          2117829.99     69426.40       26356.28       61167.91       306835.35      127792.37      192301.57      170844.74      110190.19      216520.61      107607.19      484879.68      243907.70      
cultural        2117778.74     374630.03      110260.54      145834.59      178074.48      218057.95      184760.12      101887.43      287575.76      47774.28       117950.01      94055.00       256918.55      
indicate        2116633.59     334867.89      268424.50      123064.23      24986.48       138307.22      183206.44      79397.84       169096.49      124740.05      246619.98      178787.52      245134.95      
character       2116333.30     323030.79      78007.68       79595.79       105365.92      67665.54       148901.83      219991.45      73195.44       133914.42      238743.40      360153.47      287767.57      
kitchen         2115378.67     130151.73      355786.15      126219.76      76083.31       224684.24      232167.31      300369.53      109203.29      77797.34       76518.55       169575.27      236822.19      
gas             2114445.48     39601.77       174958.67      95817.30       218595.76      213800.95      288847.17      168972.41      334564.35      57778.81       174544.77      176339.57      170623.95      
watch           2113678.00     321968.94      163305.17      263240.86      76574.29       183493.16      206482.25      118158.79      266720.04      78425.75       163644.45      190256.90      81407.40       
new             2113566.07     228677.07      73473.55       145713.65      295614.02      149428.41      283711.43      93778.22       95109.03       360612.02      120499.08      98185.68       168763.91      
on              2113401.03     211294.38      66290.76       123169.48      244791.78      182963.10      119732.08      106131.10      293471.78      147458.05      156439.01      252284.84      209374.67      
last            2113003.97     187900.52      164773.46      43360.31       158399.13      338436.94      134496.85      97036.98       167365.97      163436.18      98661.01       268588.85      290547.77      
box             2112648.24     328702.06      48455.16       345245.15      132778.35      142889.07      347557.09      200993.68      56726.14       240708.74      68202.11       53787.47       146603.22      
range           2111647.19     229506.07      88402.38       163966.75      95644.52       135444.88      131720.33      69559.75       284452.98      195036.51      259484.64      227757.02      230671.36      
shake           2111440.05     171482.74      167469.59      236851.82      253829.54      327923.71      41257.30       41970.18       293568.12      234471.09      34462.63       115955.01      192198.32      
college         2110986.76     104680.87      353708.81      167854.31      58682.29       185247.12      31862.93       239978.66      251686.34      211878.03      133729.33      198554.62      173123.45      
drive           2110871.51     156065.35      184906.49      49043.57       219815.61      226696.03      87538.74       329754.84      166649.89      243587.13      200894.86      64980.78       180938.22      
voice           2110138.02     249356.76      144728.51      291042.60      161139.45      128034.51      210429.93      495624.52      56407.68       122235.95      135087.89      56709.47       59340.75       
increase        2110001.84     158187.85      188826.00      109671.15      226069.53      183213.70      113659.65      225677.56      193658.31      165655.42      163576.07      107123.53      274683.07      
Mr              2107524.60     325410.88      77645.45       131206.48      174611.45      309359.22      69337.69       467100.89      97444.38       115781.85      157185.25      56036.68       126404.38      
thank           2107257.72     232791.15      125840.21      241490.71      80458.93       162228.90      268437.88      218478.25      104803.64      124525.66      274201.40      142534.39      131466.60      
change          2106550.49     245500.24      158880.07      86528.06       345387.43      149017.48      142940.46      261515.83      83052.98       210027.40      49905.00       196620.91      177174.63      
process         2106336.89     78544.90       87906.48       253959.98      169516.71      94998.15       49553.32       166350.56      240521.49      236858.03      64770.25       393747.37      269609.65      
parent          2106231.62     240956.76      81009.88       171798.94      170920.53      288359.52      98810.21       102959.59      185257.53      267574.45      305506.79      132503.67      60573.75       
instead         2104864.58     203666.96      73149.12       184646.61      148622.39      89313.99       95198.77       227180.81      227769.62      109764.06      142568.91      230501.98      372481.36      
issue           2104606.30     145340.94      250675.76      143147.36      221727.62      302747.21      117650.40      245018.60      102110.26      75305.73       219233.12      55234.51       226414.79      
away            2104246.60     117157.65      156718.38      158833.61      196464.42      265418.01      150729.94      128290.00      252472.72      188278.42      117979.35      176427.48      195476.62      
game            2104000.90     231634.41      193038.27      156849.63      274426.23      158609.05      165687.40      75392.19       131750.79      181944.86      180791.44      189987.48      163889.15      
successful      2102744.13     165858.08      165892.05      23127.10       364105.97      139429.02      180433.04      64481.55       397902.08      164641.38      10980.80       131634.55      294258.51      
effect          2101618.86     267814.08      82892.06       206190.94      108150.53      244665.97      114910.55      203110.66      196513.58      173309.55      200174.98      87728.00       216157.96      
modern          2100598.16     99815.30       155090.77      233079.73      123598.94      209782.44      173529.54      314910.05      91282.23       44242.70       226590.33      200204.15      228471.98      
store           2100133.54     101957.48      132113.58      253263.86      194723.56      107609.38      164606.08      156728.37      215619.05      350774.81      165805.55      50351.03       206580.79      
our             2099968.93     42891.51       101158.12      240001.75      215901.55      251278.61      301396.87      127824.33      89751.15       337384.06      172517.74      86491.80       133371.44      
per             2099598.11     175382.14      332009.97      81605.76       134228.49      118833.42      193650.78      318544.45      137653.31      96500.94       137363.56      56890.27       316935.02      
interest        2098934.22     201391.45      259339.04      260152.69      127055.50      197495.89      205174.03      166400.17      120095.73      131410.11      169969.77      199222.79      61227.05       
some            2098055.46     208739.93      94809.84       223875.61      93724.62       130242.82      134058.74      170384.25      112036.94      251024.13      396925.79      245966.15      36266.64       
travel          2096833.59     183103.43      123541.02      78679.83       311283.30      175659.18      257423.21      199019.74      253988.05      137835.40      109696.75      155238.02      111365.66      
present         2096269.55     244098.56      322528.44      265947.64      242092.06      196728.04      23770.28       133965.78      127351.09      101175.07      162987.45      84307.20       191317.94      
anything        2096103.45     229896.07      70751.64       165809.20      130126.47      193885.05      182007.45      399726.78      81771.94       200630.68      192989.26      182568.80      65940.11       
get             2095955.06     130973.47      25534.02       144325.49      282643.29      204794.65      230640.13      310129.93      189188.87      127206.79      97822.69       199292.05      153403.68      
imagine         2095724.54     257336.00      351862.84      182156.84      197376.07      113501.87      126471.97      187758.05      171134.52      83044.21       45182.52       268433.62      111466.03      
response        2095699.72     278361.33      179258.95      191983.07      167927.89      31115.40       137140.28      134745.04      111141.46      102531.24      210269.93      298022.36      253202.77      
edge            2094416.26     133374.22      230264.81      193901.00      171179.58      368078.55      97010.03       179097.94      286337.34      49326.37       152959.75      188091.37      44795.30       
offer           2093869.93     159444.47      96238.58       173356.95      219108.99      193741.36      158287.05      222177.75      112459.47      161613.19      296676.01      44453.12       256312.99      
she             2093059.88     213061.57      184703.72      293399.01      219758.59      138348.45      135410.81      66502.86       111473.67      157453.79      202450.67      190714.47      179782.27      
coach           2092816.92     221160.47      108842.25      116557.89      162986.40      241823.25      110080.64      252874.49      204728.61      146414.53      279043.38      147845.54      100459.47      
rise            2092001.32     176202.08      348577.53      164269.11      153719.50      186418.30      128494.90      141228.77      111671.99      131331.43      151427.05      239005.93      159654.73      
into            2091457.29     136853.29      207452.74      154345.73      231537.89      122802.98      152495.95      231067.07      120533.20      78950.32       239084.62      191806.90      224526.60      
whether         2087036.16     96069.69       110954.38      224478.33      164886.38      192793.82      85870.35       98333.48       229452.00      86050.30       234752.87      276035.84      287358.72      
senior          2084666.32     179905.17      256190.93      75697.13       166100.74      297488.91      190162.33      34002.92       142676.94      334664.24      105323.21      98316.37       204137.43      
article         2084110.77     186615.37      188492.66      221733.87      107670.19      33016.93       248104.62      89904.35       241119.77      164568.32      336058.96      159199.35      107626.38      
his             2084061.99     235984.44      328066.12      151109.31      194343.73      43636.42       131099.80      121738.17      73947.31       254737.22      267541.29      91659.73       190198.45      
day             2081464.24     294643.49      27247.74       136620.00      175446.16      51972.27       349529.98      72383.42       144126.01      234476.10      176158.00      238381.61      180479.46      
statement       2079953.82     150334.43      265072.60      238673.00      224392.04      27944.23       186008.05      147182.97      247847.97      133987.48      265440.06      132117.59      60953.40       
reflect         2076863.00     60336.43       109434.14      188634.22      172810.53      172835.48      79562.28       343214.57      250801.39      63250.57       187640.15      180877.66      267465.58      
attack          2075818.29     119037.77      357216.63      213176.23      256158.03      81969.00       134372.18      126053.68      327556.60      87121.87       202154.60      79529.36       91472.34       
since           2074587.28     117663.57      142300.77      232376.59      168283.91      208868.05      338577.65      141182.44      139041.38      338200.58      62645.91       135486.10      49960.33       
shoulder        2074464.11     67412.92       295258.86      200805.22      168086.26      207436.44      201584.66      104587.82      223285.93      315580.29      54471.12       67679.68       168274.91      
different       2074245.88     144925.29      39159.80       64659.08       132224.07      174580.65      184500.80      110500.29      258381.55      194069.57      260840.35      125723.74      384680.69      
born            2074224.26     229185.17      117630.83      322863.74      50023.99       249406.30      123080.33      160755.39      117321.25      136281.20      246626.43      230232.02      90817.61       
sea             2072442.91     228177.65      91490.23       242513.31      111699.51      70301.06       296674.29      156585.80      63115.85       230820.26      136093.07      337065.23      107906.65      
